,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AHNAK,1189.020634,1.292049435,1.426130069,5.165261839,2.40103E-07,2.62616E-06
PRMT6,86.90412549,0.306370368,9.94622039,0.172543084,0.863010593,0.9968227
EMP2,310.8223365,2.010326786,1.996630555,19.05789035,5.65078E-81,8.38662E-79
EGF,2705.671755,-1.055208693,4.695516236,0.359688183,0.71908033,0.910841379
RALGPS2,583.6166817,-0.645139179,0.752592539,-2.104698913,0.035317525,0.132108633
AL451070.1,20.97874883,0.017455773,1.37778013,0.852586309,0.393888757,0.671931351
ZNF208,204.3902158,0.278692502,0.589104173,-2.689744924,0.007150665,0.034716894
TMEM147-AS1,22.55438394,1.057962396,2.056072599,5.15131236,2.5867E-07,2.81647E-06
IRF6,147.7202241,1.206711147,4.217663213,3.77960662,0.000157076,0.001115843
SKAP1-AS1,36.15560215,-0.054880678,1.129479732,1.175618201,0.239747479,0.509379497
PRNP,609.3634737,4.254036798,3.597650722,5.407816835,6.37976E-08,7.5516E-07
C4orf48,585.9972109,7.777612545,2.842343899,7.352872273,1.93992E-13,3.51775E-12
AP006284.1,24.70027635,0.377003356,1.342575455,1.057986883,0.290061423,0.570044405
ID2-AS1,33.44957329,0.397013617,1.195333666,2.579611713,0.009891146,0.045764933
AC132192.1,15.67586439,0.04926789,1.02216184,0.453179211,0.650419701,0.864600846
SEC16B,58.45661561,-0.154596058,8.411334854,0.026647033,0.97874126,1
FLVCR1-DT,43.73538413,0.769066246,1.691014905,3.253837413,0.001138574,0.006907476
LINC02340,68.54746619,0.95748973,2.099400114,-0.241358151,0.809277545,0.968743079
CYP1B1,216.7967983,3.1513444,7.393401204,3.874566534,0.000106815,0.000781229
POMC,52.08143857,6.545538865,3.34733408,1.931122584,0.053467895,0.184281808
DDHD1,209.0580999,-0.333482795,0.544109498,-2.450280455,0.014274498,0.062879491
CYP4A11,508.102803,-0.262884389,20.84116103,0.603671122,0.546062317,0.793150137
AL359504.2,17.84358058,0.316624364,1.632796126,1.523066748,0.127742007,0.346892047
PRADC1,240.9844637,4.506728763,3.167452884,3.443828259,0.00057354,0.003688626
TFPI,728.8249221,0.293580164,0.97915644,1.55871176,0.119064617,0.331299787
ERICH6-AS1,89.54718823,-0.035224301,1.088583844,0.601984515,0.547184445,0.794279515
LILRA6,13.67210582,0.490476708,1.984903701,1.459516524,0.144422996,0.375741273
AL031432.4,13.25264638,0.081285932,1.286095908,1.15848858,0.246664709,0.517892117
FGFBP3,24.22459499,0.610474889,1.558647045,2.898492116,0.003749617,0.019648321
PTPRG-AS1,88.72799133,-0.052259462,1.27461503,0.810818969,0.417469639,0.692195427
GPSM3,290.8070724,5.667198865,3.960681068,5.662724409,1.48988E-08,1.89366E-07
IL18RAP,25.72342506,0.287987576,1.854211903,1.639050469,0.101202749,0.296028782
AEBP1,121.2829112,0.418472425,1.756203322,1.743238974,0.08129188,0.252811982
TKFC,388.0127096,2.396088824,2.023929654,3.381696689,0.000720396,0.004569141
C9orf153,36.67452608,-0.055931586,1.343944108,0.719689628,0.471716114,0.734748956
AGR3,42.3707498,0.379153794,2.010658864,1.270281693,0.203984307,0.46389359
AC026347.1,36.35061112,0.325269309,0.870463967,5.208577284,1.90294E-07,2.11494E-06
TMEM47,248.0579056,0.094421249,41.58251202,0.01581195,0.987384415,1
UHRF2,317.5690901,-0.652604484,0.548653541,0.135768416,0.89200436,1
SLC25A1,552.5783574,3.748059753,1.827807156,6.179774793,6.41931E-10,9.12034E-09
PTMA,14668.41193,6.509636234,2.924346569,8.529924143,1.46444E-17,3.33194E-16
HAGLROS,57.56451736,5.223304213,3.341887949,-0.893672842,0.37149696,0.653030462
ZNF688,162.4049959,2.979572883,2.000282441,5.650228345,1.60235E-08,2.02063E-07
DOK5,125.2620638,-0.053205586,15.57893925,-0.101662043,0.919024931,1
CRYBB2,21.10306274,-0.104165819,3.67861393,0.564274221,0.572567523,0.810976199
CFAP47,39.0302246,-0.026937164,1.353557172,-0.014570824,0.988374576,1
SEPTIN6,528.7629066,0.33705553,1.881237245,2.687719028,0.00719419,0.034858038
CHTF18,19.8170942,0.093136333,1.684984932,0.837407777,0.402363396,0.6794388
STARD9,101.8150659,-0.769856112,1.490499817,0.115808244,0.907804517,1
ZMYND19,43.08905058,0.362996119,1.357318307,2.413663418,0.015793044,0.06832085
ERVMER34-1,43.9637725,0.629845257,1.84282751,1.70717217,0.087790056,0.267779693
POC1A,18.6761923,0.058171592,1.612782175,1.133121076,0.257163412,0.530440286
MAP1B,199.5966699,-0.242801472,1.807088736,0.520981132,0.602379916,0.831353225
UNC5B,90.48951889,-0.321263601,2.445059094,0.532796184,0.594174676,0.825352404
AC093535.1,90.33349276,-0.278712079,2.052900651,0.048577408,0.961256075,1
LYZ,1369.755946,7.568394789,6.289963288,2.936884739,0.003315273,0.017640617
AC007611.1,19.6298153,-0.120870139,0.378970592,0,1,1
ZC3HAV1,1053.921602,1.650372297,1.676380653,3.989117164,6.63197E-05,0.00050871
SFRP1,859.6548615,0.349259515,1.585100698,2.894856354,0.003793321,0.019844992
HEG1,347.120547,1.149778126,6.961921473,3.159352281,0.001581202,0.009267229
SMPD3,13.43038313,0.176369396,1.802549342,0.889514827,0.373726458,0.655429598
LAMTOR5-AS1,199.4908873,-0.216806952,1.449923171,-1.320774299,0.186576632,0.44104503
AC113410.4,23.35463351,0.554798013,1.862931368,1.01934038,0.3080414,0.588334069
AC013264.1,19.95183004,0.494440718,2.514545428,1.324833419,0.185226408,0.438605586
ADAMTS9-AS1,814.7923324,-1.354392552,2.336240806,-1.767927056,0.077073099,0.24252514
KIF26A,25.19801078,0.146115068,1.974522736,4.046999595,5.18783E-05,0.000405567
FLACC1,43.77360186,-0.118654152,20.10830859,-0.200748679,0.840895094,0.986755258
AMIGO1,23.06405886,0.419907978,1.184109065,3.142085503,0.00167749,0.009766295
RNF217-AS1,66.61204513,-0.154633637,11.64718179,0.030796822,0.975431575,1
SH3D19,764.5590758,-1.111268586,1.350494889,-9.982266185,1.82256E-23,5.47733E-22
MAJIN,26.57733533,-0.09549531,1.859348339,1.268009701,0.204794486,0.464895366
HNF1A-AS1,590.6670283,-2.312535285,2.269153286,-1.999837753,0.045517786,0.162332749
AC079760.2,27.67628335,-0.339090114,3.092276877,-0.031608114,0.974784573,1
ZNF132,16.18070099,0.208322582,1.131718972,1.404400375,0.160199659,0.401386799
DGKZ,225.4722392,0.135030046,2.304109391,0.932364776,0.351148042,0.634843546
AL031710.1,111.7935697,0.611164546,2.623072172,1.615085357,0.106292212,0.307006277
GCDH,342.5508819,0.823060827,2.965899858,2.185059232,0.028884504,0.112505724
TSPYL2,378.7267175,0.92704693,11.68538045,3.156652458,0.001595914,0.009342103
RAD51AP1,17.08986769,0.142210552,1.399122633,1.54321676,0.122778192,0.338411777
TNFAIP2,229.0735894,-0.306528076,1.435210516,-2.420389024,0.015503911,0.06734184
ILDR1,77.82536152,-0.015044361,33.56220502,-0.108891615,0.913288457,1
LINC01695,32.68142357,-0.302754285,1.067964636,-0.29142627,0.770725325,0.944150757
AC004551.1,19.17949244,0.180958471,1.701986626,0.734932964,0.462380321,0.726242748
AC069234.1,32.86101846,-1.782047835,3.348996326,2.499564735,0.012434598,0.055975999
AHRR,17.39077106,-0.021942831,1.551750074,0.787611387,0.430924052,0.702335585
C2orf27A,89.36890751,-0.254177318,1.11697506,-1.025815182,0.304978708,0.585381934
AC129803.1,24.41989829,-0.298121001,1.942697211,0.611083818,0.541144092,0.789775651
MAP7D3,123.4243406,0.428369906,1.312728962,1.248170399,0.211968662,0.473387343
SAA1,100.6222974,0.591421475,2.643092056,0.356486111,0.721476552,0.912558581
LINC00472,2934.372347,-1.623269059,1.302741551,-3.88615745,0.000101843,0.000747136
FAM107A,263.3444496,1.513778894,3.126667905,2.274642594,0.022927379,0.09380001
BST1,77.09810353,-0.323596104,1.144937888,3.678590119,0.000234527,0.001620688
ARMH1,77.84516342,-0.786234288,1.08552722,-0.880627433,0.378519505,0.659450613
GRHL3,25.86047941,0.267737799,2.284464214,0.213732265,0.830755849,0.981008379
SNCG,841.553305,3.977533554,3.930823939,3.305130935,0.00094932,0.005858519
BCL2L10,34.32707593,0.720973398,2.630890346,0.665114259,0.505977415,0.762758915
TPSB2,143.8905547,0.315777503,19.78974983,-0.183701775,0.854247417,0.992165281
IFI30,1388.501596,7.089517726,3.804549982,5.980080095,2.23028E-09,3.04321E-08
FREM2,371.1440654,-0.258750304,2.311521056,-1.379700552,0.167678863,0.41236109
AC245060.5,101.2206365,-0.184940679,1.600783327,1.442837403,0.14906628,0.383387498
LRP3,18.24333335,0.057975336,1.484147976,1.025355028,0.3051957,0.585523187
AL591519.1,91.41383683,-0.217925462,13.83982659,-0.185881032,0.852538057,0.991612567
MAEL,23.35930339,0.143210503,1.73207504,1.00076003,0.316942838,0.59741062
KIAA1549L,47.09093315,0.249520674,1.611428519,1.003758771,0.315494902,0.596252581
LINC01508,95.56805858,0.246557357,1.113450279,-0.615358993,0.538317666,0.787874294
MYLPF,34.28601724,0.33163245,1.642058073,2.381463447,0.017244002,0.073640057
AL670729.3,13.88687064,-0.141658451,2.049115012,0.445966233,0.655621637,0.867956142
AC006994.2,113.9008859,0.273192202,1.362714122,-0.494727434,0.620792533,0.844602369
HSPA6,1051.284558,7.612641346,21.24847128,-0.529414196,0.596518152,0.82763405
PTGER2,79.70480548,0.688423805,2.311403836,2.778114683,0.005467532,0.027414386
LINC01836,32.22033168,0.108833038,1.503177237,0.251771261,0.801217873,0.96363905
AC034102.4,14.38151167,0.209458248,1.818195194,1.111862289,0.266197365,0.541652233
CGA,23.49798844,0.657246219,2.602584947,1.228628086,0.21921128,0.483588205
AL135785.1,21.59025098,-0.080207724,13.19200399,0.647870278,0.517068856,0.770245432
AC011997.1,38.05460531,-0.106034027,3.102154478,0.441994264,0.658493357,0.870203481
MUSTN1,200.9199432,0.336143916,2.426847757,1.898438068,0.057638399,0.195856863
AC245140.2,19.9361474,0.293227098,1.485342517,1.259269469,0.207933017,0.4689638
AP3M2,159.8662034,0.45767618,1.165925442,1.422541653,0.154869069,0.392455291
TXNRD3,51.62187924,-0.126693565,1.483009601,-0.70972249,0.477876243,0.739979149
PLA2G1B,14.77745966,0.533985208,1.931301712,1.781596081,0.074815124,0.237727767
AL355312.3,14.74770345,-0.004370757,2.186695815,0.532754698,0.594203397,0.825352404
AP005230.1,43.71398226,-0.201317303,2.793091884,0.005045161,0.995974561,1
AC127035.1,47.89932579,-0.08291858,0.99580623,1.222715144,0.221437305,0.48652495
SLC10A2,38.37848292,0.002904176,10.65314446,0.468508774,0.639420798,0.855875035
SAXO2,46.32411846,-0.044815928,6.567986412,-0.056243151,0.955148106,1
ST8SIA6-AS1,17.41974483,-0.078649943,2.286560053,0.782489349,0.433927042,0.705711337
ABCB1,592.5900053,0.452848931,0.65960729,1.535302243,0.124709603,0.342068216
IGFBP1,32.33805579,0.712430089,3.201424783,1.131112284,0.258007835,0.531497242
AC023389.1,42.0256984,-0.055291986,10.4432732,-0.006753934,0.994611181,1
PPP5D1,27.89140205,-0.077002608,1.731889632,0.296508503,0.766841775,0.94223048
HPSE,43.5980142,0.256635725,1.494743017,0.883766797,0.376822113,0.657717588
SUSD5,16.76596076,-0.027154096,2.699212807,0.598481135,0.549518943,0.796216468
PIGR,989.9162863,3.76049392,2.07364259,3.820267419,0.000133307,0.000956855
STAP1,132.517061,0.328070142,1.62558738,0.671014123,0.502211532,0.758902671
MDK,181.0828787,5.389704373,2.895938313,3.036320873,0.002394844,0.013269992
AC063979.2,17.53439651,-0.041421209,1.884963312,0.611195044,0.541070464,0.789775651
TIGD2,35.17736815,0.065440327,1.99859096,1.2476734,0.212150687,0.473425323
ISG20,353.0003233,1.613107323,2.55477271,5.789592795,7.05573E-09,9.22312E-08
SACS,74.04115168,-0.334928995,1.488593475,-0.100249023,0.920146627,1
SOX2-OT,259.4768202,-0.826794292,1.772281315,-2.736140837,0.006216441,0.030628197
COL5A3,20.24133715,0.115833805,1.597228632,0.90599274,0.364939695,0.647297348
LZTS1,23.77849878,-0.05843101,2.387172705,0.715844752,0.474087216,0.736239435
P3H2-AS1,41.90055941,-0.041091266,6.669008389,-0.229188002,0.818722797,0.973886415
UBE2U,28.44486726,-0.094852143,3.169603601,0.196191778,0.844460063,0.988702176
DUSP1,4301.039106,4.48195486,1.620513487,10.27456991,9.17528E-25,2.90209E-23
AL031772.1,67.25901216,0.08342454,15.92658314,0.177696292,0.858961497,0.994527312
DDN-AS1,21.24953205,0.039696375,5.178131756,0.103269991,0.917748692,1
DCDC2,1310.903333,-1.7296621,1.707580249,-2.155714107,0.031105996,0.119605686
CAMK2D,731.1968091,-0.389373295,0.27283194,-0.357329214,0.720845362,0.912118994
TCIRG1,110.1256259,1.106117916,9.108425485,2.214617733,0.026786314,0.106035113
AC021086.1,43.69808436,-0.036410739,1.336130749,2.104994733,0.035291767,0.132063488
DCLRE1B,16.6244794,0.402962532,1.53824454,-0.539126881,0.589799308,0.822700105
PGAM2,82.93088546,0.539545175,1.929284204,0.981220677,0.32648393,0.607794379
MAP3K12,128.2159819,0.254783344,1.320245223,1.375531697,0.168966666,0.41413146
STK31,15.67093712,-0.014002718,1.257687152,0.79507359,0.426570696,0.699024798
CCL15,223.2741439,0.415689586,11.23856664,0.958425625,0.337848179,0.619859525
LINC02476,14.81598206,0.085815284,1.791205559,0.862172972,0.388592341,0.667180284
KLRC1,55.09801671,0.62073699,3.776743107,1.392948792,0.163635276,0.406778623
AL136987.1,16.44838925,0.33842128,2.40877163,-0.561049897,0.574763522,0.811821918
CSF1,72.75790274,0.328114187,1.291327573,2.669430602,0.007597997,0.036539322
LINC01983,107.0184879,0.438989988,1.884163869,0.858150748,0.390809228,0.66917583
SCN3A,234.600206,0.786680038,4.68538497,1.522917926,0.12777924,0.346892047
APCDD1L-DT,236.2882412,-0.665916565,2.661421678,0.396812609,0.691505652,0.892419849
AL359915.1,51.34199443,-0.105838001,1.874006151,1.939342459,0.052459652,0.181488793
ADCY4,122.1041624,0.590425859,1.717273375,1.832831196,0.066827678,0.218094253
CRIM1-DT,94.33829839,4.956637402,2.681981653,3.979504314,6.90591E-05,0.000527485
AC104162.2,52.56646657,-0.105516943,1.311363806,-1.185820286,0.235693278,0.505386321
TK1,65.91384322,0.752440513,2.239252239,2.030506024,0.042305129,0.152853028
GUCY2C,18.99195563,0.019489642,2.162839764,0.995838946,0.319328404,0.600265221
AC211486.5,17.71292772,-0.116427951,1.760878556,0.582902946,0.559958637,0.80177855
HCST,625.4248064,8.620130034,4.736975836,3.955781004,7.6285E-05,0.000576741
AC034268.2,79.75100582,0.120705971,1.507633848,-0.49614739,0.619790426,0.843923413
AC005871.2,22.35004469,-0.062996128,0.68655299,2.938160852,0.003301657,0.017590285
ISYNA1,303.0566676,3.002095275,1.93868868,4.179231173,2.92496E-05,0.000238926
AL157392.2,26.24275276,-0.141862453,1.679899126,1.347746456,0.177739945,0.427672683
TNNC2,14.69396727,0.544401815,0.679879138,0,1,1
ASRGL1,635.6378793,0.543393587,1.174674313,2.716151615,0.006604566,0.032391588
TMEM132A,23.15305748,0.364278989,1.695723511,1.259994882,0.207671209,0.468787058
GSG1,19.37775584,0.439690913,1.203200898,1.993357234,0.046222343,0.164298801
GAB3,54.33134746,-0.108283628,1.494770546,2.444575087,0.014502289,0.063621456
LINC01828,32.94325982,-0.565058242,2.854493897,0.194826908,0.845528456,0.98956792
TRIM14,190.9856903,-1.021447947,1148.290378,3.62915048,0.000284355,0.001938641
COL14A1,132.4764026,0.277876325,1.465086089,-0.314095135,0.753448784,0.9347263
AC073508.3,17.58216247,0.395913697,1.453914095,2.056021573,0.039780437,0.145199347
CLBA1,61.93514267,0.411309678,1.06247892,0.303720487,0.761340848,0.939321538
LINC02274,83.57523197,0.050593091,1.525239807,0.173558025,0.862212823,0.99676858
SEC14L2,88.5890826,-0.174307064,1.624336235,0.31041609,0.75624456,0.93567927
DNAJC22,103.1321656,0.010928093,1.628406471,0.661030261,0.508592907,0.763913228
SCN11A,57.02594175,-0.132167471,1.102408784,-1.182207187,0.237123502,0.507100515
MLXIPL,135.4900875,-0.15577749,26.11326871,-0.047673988,0.961976065,1
LINC01889,16.80168446,-0.091245952,2.363231309,0.335670984,0.737118989,0.922706966
IQCD,63.30645808,0.509230734,1.677198886,1.581215922,0.113828676,0.321507622
SERPINE3,64.6451297,-0.101026953,2.096014869,1.528512297,0.126385393,0.344975814
AC006460.1,36.49001185,0.394321258,1.795209999,1.346787264,0.178048758,0.427910847
TUBB4A,12.90370746,-0.066522036,2.077504357,0.589471587,0.555544967,0.798956463
AKR1C1,347.763512,4.38899677,2.267622886,4.406605881,1.05003E-05,9.32748E-05
CABYR,14.92121169,0.007022048,1.503159334,0.82957691,0.406778036,0.68360328
AC018682.1,116.4550792,-0.191570717,1.551684917,1.962416169,0.049714052,0.173412794
ARSJ,213.8405862,0.456396709,1.136681789,-0.475669135,0.634310113,0.852064455
IRF5,46.90257027,0.274257785,1.304016084,1.708528967,0.087538236,0.267240938
AC092894.1,105.3997017,-0.024684739,1.039979947,-0.716474595,0.473698349,0.736228125
BMX,18.91498497,0.083135435,1.474014607,1.070469245,0.284408145,0.563732356
COBLL1,3621.707186,0.236028012,0.658732202,-2.122043807,0.03383406,0.127738731
Z94721.1,71.16413912,-0.725722071,2.823947314,-0.716555608,0.473648344,0.736228125
MCM6,53.83543146,0.108973136,1.29222437,1.83979694,0.065798055,0.215536107
NFATC4,35.37367325,0.120785611,1.59671271,0.288479621,0.772979628,0.945377328
AL157886.1,16.11018004,-0.177443577,4.450522106,0.544835192,0.585866873,0.819785335
MUC20,648.829525,1.113496183,5.057291025,-0.089786006,0.928457269,1
AP001266.2,16.18522835,0.0154306,1.677747081,0.778976952,0.435993292,0.707106451
LDLR,336.0324788,-0.715457322,12.0180685,2.699011812,0.006954571,0.03386711
HDAC10,50.72983875,1.968212333,1.300614346,6.979612699,2.95995E-12,4.82342E-11
CD244,26.67578,0.315956197,1.224523585,1.672210589,0.094482803,0.282540484
EYS,323.0896643,-0.398398387,8.223429862,0.161730384,0.871518176,1
AC006329.1,18.63258894,0.23630578,1.754307749,1.069237528,0.284962652,0.564367626
AC084871.1,45.47494485,0.066603827,1.720285563,1.656809865,0.097557922,0.28816328
POU2F3,20.04749981,0.215674739,1.733382036,0.407946125,0.683313228,0.886964843
WNT10A,22.46518062,0.587166072,1.956298124,1.31478824,0.188581081,0.443825735
MMP9,22.36345884,0.450575608,2.963971067,0.489447207,0.624525122,0.847145543
DRAM1,272.8118639,0.85698037,0.615269452,0.100910212,0.919621737,1
ADORA1,25.06587538,-0.076412529,1.744387033,0.454765526,0.649277934,0.863823504
SCNN1D,14.16866333,0.027347929,1.575528662,1.140911479,0.253906762,0.526198371
PLAU,346.2998099,2.65709937,2.444058867,3.124442199,0.001781425,0.01029683
AC117528.1,21.67460624,0.115864781,1.492454054,1.310030199,0.19018562,0.445320552
SCGB1D2,91.60734085,8.112499168,4.721858625,14.14194413,2.09418E-45,1.36504E-43
QPCTL,52.24588325,-0.078047536,1.606451785,1.196137303,0.231642983,0.500628055
